curriculum_sequence,curriculum_entry,curriculum_level,alias,alias_type,source_print_page
1722,motive,high_school_selective_compulsory,motive,primary,152
1723,motor,high_school_selective_compulsory,motor,primary,152
1724,mount,high_school_selective_compulsory,mount,primary,153
1725,mountain,compulsory_education,mountain,primary,153
1726,mouse (pl. mice),compulsory_education,mouse,primary,153
1726,mouse (pl. mice),compulsory_education,mice,inflection_variant,153
1727,mouth,compulsory_education,mouth,primary,153
1728,move,compulsory_education,move,primary,153
1729,movement,high_school_compulsory,movement,primary,153
1730,movie,compulsory_education,movie,primary,153
1731,Mr,compulsory_education,Mr,primary,153
1732,Mrs,compulsory_education,Mrs,primary,153
1733,Ms,compulsory_education,Ms,primary,153
1734,much,compulsory_education,much,primary,153
1735,mud,high_school_selective_compulsory,mud,primary,153
1736,multiple,high_school_selective_compulsory,multiple,primary,153
1737,murder,high_school_selective_compulsory,murder,primary,153
1738,muscle,high_school_selective_compulsory,muscle,primary,153
1739,museum,compulsory_education,museum,primary,153
1740,mushroom,high_school_selective_compulsory,mushroom,primary,153
1741,music,compulsory_education,music,primary,153
1742,musician,compulsory_education,musician,primary,153
1743,must,compulsory_education,must,primary,153
1744,my,compulsory_education,my,primary,153
1745,myself,compulsory_education,myself,primary,153
1746,nail,high_school_selective_compulsory,nail,primary,153
1747,name,compulsory_education,name,primary,153
1748,narrow,high_school_compulsory,narrow,primary,153
1749,nation,high_school_compulsory,nation,primary,153
1750,national,compulsory_education,national,primary,153
1751,nationality,high_school_compulsory,nationality,primary,153
1752,native,high_school_selective_compulsory,native,primary,153
1753,natural,compulsory_education,natural,primary,153
1754,nature,compulsory_education,nature,primary,153
1755,navy,high_school_selective_compulsory,navy,primary,153
1756,near,compulsory_education,near,primary,153
1757,nearby,high_school_compulsory,nearby,primary,153
1758,nearly,compulsory_education,nearly,primary,153
1759,neat,high_school_compulsory,neat,primary,153
1760,necessary,compulsory_education,necessary,primary,153
1761,neck,compulsory_education,neck,primary,153
1762,need,compulsory_education,need,primary,153
1763,needle,high_school_selective_compulsory,needle,primary,153
1764,negative,high_school_compulsory,negative,primary,153
1765,negotiate,high_school_selective_compulsory,negotiate,primary,153
1766,neighbour (neighbor),compulsory_education,neighbour,primary,153
1766,neighbour (neighbor),compulsory_education,neighbor,parenthetical_variant,153
1767,neighbourhood (neighborhood),high_school_selective_compulsory,neighbourhood,primary,153
1767,neighbourhood (neighborhood),high_school_selective_compulsory,neighborhood,parenthetical_variant,153
1768,neither,compulsory_education,neither,primary,153
1769,nephew,high_school_selective_compulsory,nephew,primary,153
1770,nervous,compulsory_education,nervous,primary,153
1771,nest,high_school_selective_compulsory,nest,primary,153
1772,net,high_school_selective_compulsory,net,primary,153
1773,network,high_school_selective_compulsory,network,primary,153
1774,never,compulsory_education,never,primary,153
1775,nevertheless,high_school_selective_compulsory,nevertheless,primary,153
1776,new,compulsory_education,new,primary,153
1777,news,compulsory_education,news,primary,153
1778,newspaper,compulsory_education,newspaper,primary,154
1779,next,compulsory_education,next,primary,154
1780,nice,compulsory_education,nice,primary,154
1781,niece,high_school_selective_compulsory,niece,primary,154
1782,night,compulsory_education,night,primary,154
1783,nine,compulsory_education,nine,primary,154
1784,nineteen,compulsory_education,nineteen,primary,154
1785,ninety,compulsory_education,ninety,primary,154
1786,ninth,compulsory_education,ninth,primary,154
1787,no,compulsory_education,no,primary,154
1788,noble,high_school_selective_compulsory,noble,primary,154
1789,nobody,compulsory_education,nobody,primary,154
1790,nod,compulsory_education,nod,primary,154
1791,noise,compulsory_education,noise,primary,154
1792,noisy,compulsory_education,noisy,primary,154
1793,none,compulsory_education,none,primary,154
1794,noodle,compulsory_education,noodle,primary,154
1795,noon,compulsory_education,noon,primary,154
1796,nor,compulsory_education,nor,primary,154
1797,normal,high_school_compulsory,normal,primary,154
1798,north,compulsory_education,north,primary,154
1799,northern,compulsory_education,northern,primary,154
1800,nose,compulsory_education,nose,primary,154
1801,not,compulsory_education,not,primary,154
1802,note,compulsory_education,note,primary,154
1803,notebook,compulsory_education,notebook,primary,154
1804,nothing,compulsory_education,nothing,primary,154
1805,notice,compulsory_education,notice,primary,154
1806,novel,high_school_selective_compulsory,novel,primary,154
1807,novelist,high_school_selective_compulsory,novelist,primary,154
1808,November,compulsory_education,November,primary,154
1809,now,compulsory_education,now,primary,154
1810,nowadays,high_school_compulsory,nowadays,primary,154
1811,nowhere,high_school_compulsory,nowhere,primary,154
1812,nuclear,high_school_selective_compulsory,nuclear,primary,154
1813,number,compulsory_education,number,primary,154
1814,nurse,compulsory_education,nurse,primary,154
1815,nut,high_school_compulsory,nut,primary,154
1816,nutrition,high_school_selective_compulsory,nutrition,primary,154
1817,object,compulsory_education,object,primary,154
1818,objective,high_school_selective_compulsory,objective,primary,154
1819,observe,high_school_compulsory,observe,primary,154
1820,obtain,high_school_selective_compulsory,obtain,primary,154
1821,obviously,high_school_compulsory,obviously,primary,154
1822,occasion,high_school_compulsory,occasion,primary,154
1823,occupation,high_school_selective_compulsory,occupation,primary,154
1824,occupy,high_school_selective_compulsory,occupy,primary,154
1825,occur,high_school_compulsory,occur,primary,154
1826,ocean,high_school_compulsory,ocean,primary,154
1827,o’clock,compulsory_education,o'clock,primary,154
1828,October,compulsory_education,October,primary,154
1829,odd,high_school_compulsory,odd,primary,154
1830,of,compulsory_education,of,primary,154
1831,off,compulsory_education,off,primary,154
1832,offer,compulsory_education,offer,primary,155
1833,office,compulsory_education,office,primary,155
1834,officer,compulsory_education,officer,primary,155
1835,official,high_school_compulsory,official,primary,155
1836,often,compulsory_education,often,primary,155
1837,oil,compulsory_education,oil,primary,155
1838,OK,compulsory_education,OK,primary,155
1839,old,compulsory_education,old,primary,155
1840,Olympics,compulsory_education,Olympics,primary,155
1841,on,compulsory_education,on,primary,155
1842,once,compulsory_education,once,primary,155
1843,one,compulsory_education,one,primary,155
1844,onion,high_school_selective_compulsory,onion,primary,155
1845,online,compulsory_education,online,primary,155
1846,only,compulsory_education,only,primary,155
1847,onto,high_school_compulsory,onto,primary,155
1848,open,compulsory_education,open,primary,155
1849,opera,high_school_compulsory,opera,primary,155
1850,operation,high_school_compulsory,operation,primary,155
1851,operator,high_school_selective_compulsory,operator,primary,155
1852,opinion,high_school_compulsory,opinion,primary,155
1853,opponent,high_school_selective_compulsory,opponent,primary,155
1854,opportunity,high_school_compulsory,opportunity,primary,155
1855,oppose,high_school_selective_compulsory,oppose,primary,155
1856,opposite,compulsory_education,opposite,primary,155
1857,optimistic,high_school_selective_compulsory,optimistic,primary,155
1858,option,high_school_compulsory,option,primary,155
1859,or,compulsory_education,or,primary,155
1860,orange,compulsory_education,orange,primary,155
1861,orbit,high_school_selective_compulsory,orbit,primary,155
1862,order,compulsory_education,order,primary,155
1863,ordinary,high_school_compulsory,ordinary,primary,155
1864,organ,high_school_selective_compulsory,organ,primary,155
1865,organic,high_school_selective_compulsory,organic,primary,155
1866,organisation (organization),high_school_compulsory,organisation,primary,155
1866,organisation (organization),high_school_compulsory,organization,parenthetical_variant,155
1867,origin,high_school_selective_compulsory,origin,primary,155
1868,original,high_school_compulsory,original,primary,155
1869,other,compulsory_education,other,primary,155
1870,otherwise,high_school_compulsory,otherwise,primary,155
1871,ought to,high_school_compulsory,ought to,primary,155
1872,our,compulsory_education,our,primary,155
1873,ours,compulsory_education,ours,primary,155
1874,ourselves,compulsory_education,ourselves,primary,155
1875,out,compulsory_education,out,primary,155
1876,outcome,high_school_selective_compulsory,outcome,primary,155
1877,outgoing,high_school_selective_compulsory,outgoing,primary,155
1878,outline,high_school_selective_compulsory,outline,primary,155
1879,output,high_school_selective_compulsory,output,primary,155
1880,outside,compulsory_education,outside,primary,155
1881,outstanding,high_school_selective_compulsory,outstanding,primary,155
1882,over,compulsory_education,over,primary,155
1883,overall,high_school_selective_compulsory,overall,primary,155
1884,overcome,high_school_selective_compulsory,overcome,primary,155
1885,overseas,high_school_compulsory,overseas,primary,155
1886,owe,high_school_selective_compulsory,owe,primary,155
1887,own,compulsory_education,own,primary,155
1888,oxygen,high_school_compulsory,oxygen,primary,156
1889,pace,high_school_selective_compulsory,pace,primary,156
1890,Pacific,compulsory_education,Pacific,primary,156
1891,pack,high_school_selective_compulsory,pack,primary,156
1892,package,high_school_compulsory,package,primary,156
1893,page,compulsory_education,page,primary,156
1894,pain,compulsory_education,pain,primary,156
1895,paint,compulsory_education,paint,primary,156
1896,pair,compulsory_education,pair,primary,156
1897,palace,compulsory_education,palace,primary,156
1898,pale,compulsory_education,pale,primary,156
1899,pan,high_school_selective_compulsory,pan,primary,156
1900,pancake,compulsory_education,pancake,primary,156
1901,panda,compulsory_education,panda,primary,156
1902,panel,high_school_selective_compulsory,panel,primary,156
1903,panic,high_school_selective_compulsory,panic,primary,156
1904,paper,compulsory_education,paper,primary,156
1905,paragraph,high_school_selective_compulsory,paragraph,primary,156
1906,parcel,high_school_selective_compulsory,parcel,primary,156
1907,pardon,compulsory_education,pardon,primary,156
1908,parent,compulsory_education,parent,primary,156
1909,park,compulsory_education,park,primary,156
1910,parking,high_school_selective_compulsory,parking,primary,156
1911,part,compulsory_education,part,primary,156
1912,participate,high_school_selective_compulsory,participate,primary,156
1913,particular,high_school_compulsory,particular,primary,156
1914,partner,high_school_compulsory,partner,primary,156
1915,party,compulsory_education,party,primary,156
1916,pass,compulsory_education,pass,primary,156
1917,passage,compulsory_education,passage,primary,156
1918,passenger,compulsory_education,passenger,primary,156
1919,passion,high_school_selective_compulsory,passion,primary,156
1920,passive,high_school_compulsory,passive,primary,156
1921,passport,compulsory_education,passport,primary,156
1922,past,compulsory_education,past,primary,156
1923,patent,high_school_selective_compulsory,patent,primary,156
1924,path,high_school_compulsory,path,primary,156
1925,patience,high_school_selective_compulsory,patience,primary,156
1926,patient,compulsory_education,patient,primary,156
1927,pattern,high_school_compulsory,pattern,primary,156
1928,pay,compulsory_education,pay,primary,156
1929,PE (physical education),compulsory_education,PE,primary,156
1929,PE (physical education),compulsory_education,physical education,parenthetical_variant,156
1930,peace,compulsory_education,peace,primary,156
1931,peak,high_school_selective_compulsory,peak,primary,156
1932,pear,compulsory_education,pear,primary,156
1933,pen,compulsory_education,pen,primary,156
1934,pencil,compulsory_education,pencil,primary,156
1935,people,compulsory_education,people,primary,156
1936,pepper,high_school_selective_compulsory,pepper,primary,156
1937,per,high_school_compulsory,per,primary,156
1938,perceive,high_school_selective_compulsory,perceive,primary,156
1939,percent,high_school_compulsory,percent,primary,156
1940,percentage,high_school_compulsory,percentage,primary,156
1941,perfect,compulsory_education,perfect,primary,156
1942,performance,high_school_compulsory,performance,primary,157
1943,perhaps,compulsory_education,perhaps,primary,157
1944,period,compulsory_education,period,primary,157
1945,permanent,high_school_selective_compulsory,permanent,primary,157
1946,permit,high_school_compulsory,permit,primary,157
1947,person,compulsory_education,person,primary,157
1948,personal,compulsory_education,personal,primary,157
1949,personality,high_school_compulsory,personality,primary,157
1950,persuade,high_school_selective_compulsory,persuade,primary,157
1951,pessimistic,high_school_selective_compulsory,pessimistic,primary,157
1952,pet,compulsory_education,pet,primary,157
1953,petrol,high_school_compulsory,petrol,primary,157
1954,phase,high_school_selective_compulsory,phase,primary,157
1955,phenomenon,high_school_selective_compulsory,phenomenon,primary,157
1956,philosophy,high_school_selective_compulsory,philosophy,primary,157
1957,phone,compulsory_education,phone,primary,157
1958,photo (photograph),compulsory_education,photo,primary,157
1958,photo (photograph),compulsory_education,photograph,parenthetical_variant,157
1959,photographer,high_school_selective_compulsory,photographer,primary,157
1960,phrase,high_school_selective_compulsory,phrase,primary,157
1961,physician,high_school_selective_compulsory,physician,primary,157
1962,physics,compulsory_education,physics,primary,157
1963,piano,high_school_compulsory,piano,primary,157
1964,pick,compulsory_education,pick,primary,157
1965,picnic,compulsory_education,picnic,primary,157
1966,picture,compulsory_education,picture,primary,157
1967,pie,compulsory_education,pie,primary,157
1968,piece,compulsory_education,piece,primary,157
1969,pig,compulsory_education,pig,primary,157
1970,pill,high_school_selective_compulsory,pill,primary,157
1971,pilot,compulsory_education,pilot,primary,157
1972,pink,compulsory_education,pink,primary,157
1973,pioneer,compulsory_education,pioneer,primary,157
1974,pipe,high_school_selective_compulsory,pipe,primary,157
1975,pity,compulsory_education,pity,primary,157
1976,place,compulsory_education,place,primary,157
1977,plain,high_school_selective_compulsory,plain,primary,157
1978,plan,compulsory_education,plan,primary,157
1979,plane,compulsory_education,plane,primary,157
1980,planet,compulsory_education,planet,primary,157
1981,plant,compulsory_education,plant,primary,157
1982,plastic,high_school_selective_compulsory,plastic,primary,157
1983,plate,high_school_compulsory,plate,primary,157
1984,platform,high_school_selective_compulsory,platform,primary,157
1985,play,compulsory_education,play,primary,157
1986,player,compulsory_education,player,primary,157
1987,playground,compulsory_education,playground,primary,157
1988,pleasant,high_school_selective_compulsory,pleasant,primary,157
1989,please,compulsory_education,please,primary,157
1990,pleasure,compulsory_education,pleasure,primary,157
1991,plenty,compulsory_education,plenty,primary,157
1992,plot,high_school_selective_compulsory,plot,primary,157
1993,plug,high_school_selective_compulsory,plug,primary,157
1994,plus,high_school_compulsory,plus,primary,157
1995,p.m.,high_school_compulsory,p.m.,primary,157
1996,pocket,compulsory_education,pocket,primary,157
1997,poem,compulsory_education,poem,primary,157
1998,poet,high_school_selective_compulsory,poet,primary,158
1999,poetry,high_school_compulsory,poetry,primary,158
2000,point,compulsory_education,point,primary,158
2001,poison,high_school_compulsory,poison,primary,158
2002,polar,high_school_selective_compulsory,polar,primary,158
2003,pole,high_school_compulsory,pole,primary,158
2004,police,compulsory_education,police,primary,158
2005,policeman / policewoman,compulsory_education,policeman / policewoman,primary,158
2005,policeman / policewoman,compulsory_education,policeman,slash_component,158
2005,policeman / policewoman,compulsory_education,policewoman,slash_component,158
2006,policy,high_school_compulsory,policy,primary,158
2007,polish,high_school_selective_compulsory,polish,primary,158
2008,polite,compulsory_education,polite,primary,158
2009,political,high_school_selective_compulsory,political,primary,158
2010,politician,high_school_selective_compulsory,politician,primary,158
2011,politics,high_school_selective_compulsory,politics,primary,158
2012,pollute,compulsory_education,pollute,primary,158
2013,pollution,compulsory_education,pollution,primary,158
2014,pond,high_school_selective_compulsory,pond,primary,158
2015,pool,compulsory_education,pool,primary,158
2016,poor,compulsory_education,poor,primary,158
2017,popular (pop),compulsory_education,popular,primary,158
2017,popular (pop),compulsory_education,pop,parenthetical_variant,158
2018,population,compulsory_education,population,primary,158
2019,pork,high_school_selective_compulsory,pork,primary,158
2020,port,high_school_compulsory,port,primary,158
2021,pose,high_school_selective_compulsory,pose,primary,158
2022,position,high_school_compulsory,position,primary,158
2023,positive,high_school_compulsory,positive,primary,158
2024,possession,high_school_selective_compulsory,possession,primary,158
2025,possible,compulsory_education,possible,primary,158
2026,post,compulsory_education,post,primary,158
2027,postcard,compulsory_education,postcard,primary,158
2028,poster,high_school_compulsory,poster,primary,158
2029,postman,compulsory_education,postman,primary,158
2030,postpone,high_school_compulsory,postpone,primary,158
2031,pot,high_school_selective_compulsory,pot,primary,158
2032,potato,compulsory_education,potato,primary,158
2033,potential,high_school_selective_compulsory,potential,primary,158
2034,pound,compulsory_education,pound,primary,158
2035,pour,high_school_selective_compulsory,pour,primary,158
2036,power,high_school_compulsory,power,primary,158
2037,practical,high_school_selective_compulsory,practical,primary,158
2038,practice,compulsory_education,practice,primary,158
2039,praise,compulsory_education,praise,primary,158
2040,pray,high_school_selective_compulsory,pray,primary,158
2041,precious,high_school_selective_compulsory,precious,primary,158
2042,precisely,high_school_selective_compulsory,precisely,primary,158
2043,predict,high_school_selective_compulsory,predict,primary,158
2044,prefer,high_school_compulsory,prefer,primary,158
2045,preference,high_school_selective_compulsory,preference,primary,158
2046,prejudice,high_school_selective_compulsory,prejudice,primary,158
2047,premier,high_school_selective_compulsory,premier,primary,158
2048,prepare,compulsory_education,prepare,primary,158
2049,present,compulsory_education,present,primary,158
2050,presentation,high_school_selective_compulsory,presentation,primary,158
2051,preserve,high_school_selective_compulsory,preserve,primary,158
2052,president,compulsory_education,president,primary,158
2053,press,high_school_compulsory,press,primary,158
2054,pressure,high_school_compulsory,pressure,primary,159
2055,pretend,high_school_selective_compulsory,pretend,primary,159
2056,pretty,compulsory_education,pretty,primary,159
2057,prevent,high_school_compulsory,prevent,primary,159
2058,previous,high_school_compulsory,previous,primary,159
2059,price,compulsory_education,price,primary,159
2060,pride,compulsory_education,pride,primary,159
2061,primary,compulsory_education,primary,primary,159
2062,primitive,high_school_selective_compulsory,primitive,primary,159
2063,principle,high_school_selective_compulsory,principle,primary,159
2064,print,compulsory_education,print,primary,159
2065,prior,high_school_selective_compulsory,prior,primary,159
2066,priority,high_school_selective_compulsory,priority,primary,159
2067,prison,high_school_selective_compulsory,prison,primary,159
2068,private,compulsory_education,private,primary,159
2069,prize,compulsory_education,prize,primary,159
2070,probably,compulsory_education,probably,primary,159
2071,problem,compulsory_education,problem,primary,159
2072,procedure,high_school_compulsory,procedure,primary,159
2073,proceed,high_school_selective_compulsory,proceed,primary,159
2074,process,high_school_compulsory,process,primary,159
2075,produce,compulsory_education,produce,primary,159
2076,product,compulsory_education,product,primary,159
2077,profession,high_school_selective_compulsory,profession,primary,159
2078,professional,high_school_compulsory,professional,primary,159
2079,professor,high_school_selective_compulsory,professor,primary,159
2080,profile,high_school_selective_compulsory,profile,primary,159
2081,profit,high_school_compulsory,profit,primary,159
2082,programme (program),compulsory_education,programme,primary,159
2082,programme (program),compulsory_education,program,parenthetical_variant,159
2083,progress,compulsory_education,progress,primary,159
2084,prohibit,high_school_selective_compulsory,prohibit,primary,159
2085,project,compulsory_education,project,primary,159
2086,promise,compulsory_education,promise,primary,159
2087,promote,high_school_selective_compulsory,promote,primary,159
2088,pronounce,compulsory_education,pronounce,primary,159
2089,pronunciation,compulsory_education,pronunciation,primary,159
2090,proof,high_school_selective_compulsory,proof,primary,159
2091,proper,compulsory_education,proper,primary,159
2092,property,high_school_selective_compulsory,property,primary,159
2093,proposal,high_school_compulsory,proposal,primary,159
2094,prospect,high_school_selective_compulsory,prospect,primary,159
2095,protect,compulsory_education,protect,primary,159
2096,protein,high_school_selective_compulsory,protein,primary,159
2097,protest,high_school_compulsory,protest,primary,159
2098,proud,compulsory_education,proud,primary,159
2099,prove,high_school_compulsory,prove,primary,159
2100,provide,compulsory_education,provide,primary,159
2101,province,high_school_compulsory,province,primary,159
2102,psychology,high_school_selective_compulsory,psychology,primary,159
2103,pub,high_school_selective_compulsory,pub,primary,159
2104,public,compulsory_education,public,primary,159
2105,publish,high_school_compulsory,publish,primary,159
2106,pudding,high_school_compulsory,pudding,primary,159
2107,pull,compulsory_education,pull,primary,159
2108,punish,compulsory_education,punish,primary,159
2109,pupil,compulsory_education,pupil,primary,159
2110,purchase,high_school_selective_compulsory,purchase,primary,160
2111,pure,high_school_selective_compulsory,pure,primary,160
2112,purple,compulsory_education,purple,primary,160
2113,purpose,compulsory_education,purpose,primary,160
2114,purse,high_school_selective_compulsory,purse,primary,160
2115,pursue,high_school_selective_compulsory,pursue,primary,160
2116,push,compulsory_education,push,primary,160
2117,put,compulsory_education,put,primary,160
2118,qualification,high_school_selective_compulsory,qualification,primary,160
2119,qualify,high_school_selective_compulsory,qualify,primary,160
2120,quality,high_school_compulsory,quality,primary,160
2121,quantity,high_school_selective_compulsory,quantity,primary,160
2122,quarter,compulsory_education,quarter,primary,160
2123,queen,compulsory_education,queen,primary,160
2124,question,compulsory_education,question,primary,160
2125,quick,compulsory_education,quick,primary,160
2126,quiet,compulsory_education,quiet,primary,160
2127,quit,high_school_compulsory,quit,primary,160
2128,quite,compulsory_education,quite,primary,160
2129,quote,high_school_selective_compulsory,quote,primary,160
2130,rabbit,compulsory_education,rabbit,primary,160
2131,race,compulsory_education,race,primary,160
2132,racial,high_school_selective_compulsory,racial,primary,160
2133,radiation,high_school_selective_compulsory,radiation,primary,160
2134,radio,compulsory_education,radio,primary,160
2135,radium,high_school_selective_compulsory,radium,primary,160
2136,railway,compulsory_education,railway,primary,160
2137,rain,compulsory_education,rain,primary,160
2138,rainbow,high_school_selective_compulsory,rainbow,primary,160
2139,rainy,compulsory_education,rainy,primary,160
2140,raise,compulsory_education,raise,primary,160
2141,random,high_school_selective_compulsory,random,primary,160
2142,range,high_school_compulsory,range,primary,160
2143,rank,high_school_selective_compulsory,rank,primary,160
2144,rapid,compulsory_education,rapid,primary,160
2145,rare,high_school_selective_compulsory,rare,primary,160
2146,rate,high_school_compulsory,rate,primary,160
2147,rather,high_school_compulsory,rather,primary,160
2148,rating,high_school_selective_compulsory,rating,primary,160
2149,raw,high_school_selective_compulsory,raw,primary,160
2150,ray,high_school_selective_compulsory,ray,primary,160
2151,reach,compulsory_education,reach,primary,160
2152,react,high_school_selective_compulsory,react,primary,160
2153,reaction,high_school_compulsory,reaction,primary,160
2154,read,compulsory_education,read,primary,160
2155,ready,compulsory_education,ready,primary,160
2156,real,compulsory_education,real,primary,160
2157,realise (realize),compulsory_education,realise,primary,160
2157,realise (realize),compulsory_education,realize,parenthetical_variant,160
2158,realistic,high_school_selective_compulsory,realistic,primary,160
2159,reality,high_school_selective_compulsory,reality,primary,160
2160,really,compulsory_education,really,primary,160
2161,reason,compulsory_education,reason,primary,160
2162,recall,high_school_selective_compulsory,recall,primary,161
2163,receipt,high_school_selective_compulsory,receipt,primary,161
2164,receive,compulsory_education,receive,primary,161
2165,recently,compulsory_education,recently,primary,161
2166,receptionist,high_school_selective_compulsory,receptionist,primary,161
2167,recipe,high_school_selective_compulsory,recipe,primary,161
2168,recite,high_school_selective_compulsory,recite,primary,161
2169,recognise (recognize),high_school_compulsory,recognise,primary,161
2169,recognise (recognize),high_school_compulsory,recognize,parenthetical_variant,161
2170,recognition,high_school_selective_compulsory,recognition,primary,161
2171,recommend,high_school_compulsory,recommend,primary,161
2172,record,compulsory_education,record,primary,161
2173,recording,high_school_selective_compulsory,recording,primary,161
2174,recover,high_school_compulsory,recover,primary,161
2175,recreation,high_school_selective_compulsory,recreation,primary,161
2176,recycle,high_school_selective_compulsory,recycle,primary,161
2177,red,compulsory_education,red,primary,161
2178,reduce,high_school_compulsory,reduce,primary,161
2179,refer,high_school_compulsory,refer,primary,161
2180,reference,high_school_selective_compulsory,reference,primary,161
2181,reflect,high_school_compulsory,reflect,primary,161
2182,reform,high_school_selective_compulsory,reform,primary,161
2183,refresh,high_school_selective_compulsory,refresh,primary,161
2184,refuse,compulsory_education,refuse,primary,161
2185,regard,high_school_compulsory,regard,primary,161
2186,regardless,high_school_selective_compulsory,regardless,primary,161
2187,region,high_school_compulsory,region,primary,161
2188,register,high_school_selective_compulsory,register,primary,161
2189,regret,compulsory_education,regret,primary,161
2190,regular,high_school_compulsory,regular,primary,161
2191,reject,high_school_selective_compulsory,reject,primary,161
2192,relate,high_school_selective_compulsory,relate,primary,161
2193,relationship,compulsory_education,relationship,primary,161
2194,relative,compulsory_education,relative,primary,161
2195,relax,compulsory_education,relax,primary,161
2196,relay,high_school_selective_compulsory,relay,primary,161
2197,release,high_school_selective_compulsory,release,primary,161
2198,relevant,high_school_selective_compulsory,relevant,primary,161
2199,reliable,high_school_selective_compulsory,reliable,primary,161
2200,relief,high_school_compulsory,relief,primary,161
2201,rely,high_school_selective_compulsory,rely,primary,161
2202,remain,compulsory_education,remain,primary,161
2203,remarkable,high_school_selective_compulsory,remarkable,primary,161
2204,remember,compulsory_education,remember,primary,161
2205,remind,high_school_compulsory,remind,primary,161
2206,remote,high_school_selective_compulsory,remote,primary,161
2207,remove,high_school_compulsory,remove,primary,161
2208,rent,high_school_selective_compulsory,rent,primary,161
2209,repair,compulsory_education,repair,primary,161
2210,repeat,compulsory_education,repeat,primary,161
2211,replace,high_school_compulsory,replace,primary,161
2212,reply,compulsory_education,reply,primary,161
2213,report,compulsory_education,report,primary,161
2214,represent,high_school_compulsory,represent,primary,161
2215,representative,high_school_selective_compulsory,representative,primary,161
2216,republic,high_school_compulsory,republic,primary,161
2217,reputation,high_school_selective_compulsory,reputation,primary,161
2218,request,high_school_compulsory,request,primary,162
2219,require,compulsory_education,require,primary,162
2220,rescue,high_school_selective_compulsory,rescue,primary,162
2221,research,compulsory_education,research,primary,162
2222,reserve,high_school_selective_compulsory,reserve,primary,162
2223,resident,high_school_selective_compulsory,resident,primary,162
2224,resign,high_school_selective_compulsory,resign,primary,162
2225,resistance,high_school_selective_compulsory,resistance,primary,162
2226,resolution,high_school_selective_compulsory,resolution,primary,162
2227,resolve,high_school_selective_compulsory,resolve,primary,162
2228,resource,high_school_compulsory,resource,primary,162
2229,respect,high_school_compulsory,respect,primary,162
2230,respective,high_school_selective_compulsory,respective,primary,162
2231,respond,high_school_compulsory,respond,primary,162
2232,response,high_school_compulsory,response,primary,162
2233,responsibility,high_school_selective_compulsory,responsibility,primary,162
2234,responsible,high_school_compulsory,responsible,primary,162
2235,rest,compulsory_education,rest,primary,162
2236,restaurant,compulsory_education,restaurant,primary,162
2237,restore,high_school_selective_compulsory,restore,primary,162
2238,restrict,high_school_selective_compulsory,restrict,primary,162
2239,result,compulsory_education,result,primary,162
2240,retire,high_school_compulsory,retire,primary,162
2241,return,compulsory_education,return,primary,162
2242,reveal,high_school_compulsory,reveal,primary,162
2243,review,compulsory_education,review,primary,162
2244,revise,high_school_compulsory,revise,primary,162
2245,reward,high_school_selective_compulsory,reward,primary,162
2246,rhyme,high_school_selective_compulsory,rhyme,primary,162
2247,rice,compulsory_education,rice,primary,162
2248,rich,compulsory_education,rich,primary,162
2249,riddle,high_school_selective_compulsory,riddle,primary,162
2250,ride,compulsory_education,ride,primary,162
2251,right,compulsory_education,right,primary,162
2252,rigid,high_school_selective_compulsory,rigid,primary,162
2253,ring,compulsory_education,ring,primary,162
2254,ripe,high_school_selective_compulsory,ripe,primary,162
2255,rise,compulsory_education,rise,primary,162
2256,risk,compulsory_education,risk,primary,162
2257,river,compulsory_education,river,primary,162
2258,road,compulsory_education,road,primary,162
2259,roast,high_school_selective_compulsory,roast,primary,162
2260,robot,compulsory_education,robot,primary,162
2261,rock,compulsory_education,rock,primary,162
2262,rocket,high_school_selective_compulsory,rocket,primary,162
2263,role,compulsory_education,role,primary,162
2264,roll,high_school_compulsory,roll,primary,162
2265,romantic,high_school_compulsory,romantic,primary,162
2266,roof,high_school_selective_compulsory,roof,primary,162
2267,room,compulsory_education,room,primary,162
2268,root,high_school_selective_compulsory,root,primary,162
2269,rope,compulsory_education,rope,primary,162
2270,rose,compulsory_education,rose,primary,162
2271,round,compulsory_education,round,primary,162
2272,route,high_school_selective_compulsory,route,primary,162
2273,routine,high_school_selective_compulsory,routine,primary,162
2274,row,compulsory_education,row,primary,163
2275,royal,high_school_selective_compulsory,royal,primary,163
2276,rubber,high_school_selective_compulsory,rubber,primary,163
2277,rubbish,compulsory_education,rubbish,primary,163
2278,rude,high_school_selective_compulsory,rude,primary,163
2279,rugby,high_school_selective_compulsory,rugby,primary,163
2280,ruin,high_school_selective_compulsory,ruin,primary,163
2281,rule,compulsory_education,rule,primary,163
2282,ruler,compulsory_education,ruler,primary,163
2283,run,compulsory_education,run,primary,163
2284,rural,high_school_selective_compulsory,rural,primary,163
2285,rush,compulsory_education,rush,primary,163
2286,Russia,compulsory_education,Russia,primary,163
2287,Russian,compulsory_education,Russian,primary,163
2288,sad,compulsory_education,sad,primary,163
2289,safe,compulsory_education,safe,primary,163
2290,safety,compulsory_education,safety,primary,163
2291,sail,high_school_selective_compulsory,sail,primary,163
2292,salad,compulsory_education,salad,primary,163
2293,salary,high_school_selective_compulsory,salary,primary,163
2294,sale,compulsory_education,sale,primary,163
2295,salesman / saleswoman,high_school_selective_compulsory,salesman / saleswoman,primary,163
2295,salesman / saleswoman,high_school_selective_compulsory,salesman,slash_component,163
