sequence,raw_entry,entry,headword,parenthetical_note,marker,curriculum_level,form_type,alphabetic_section,source_pdf_page,source_print_page,source_id
259,BC**,BC,BC,,**,high_school_selective_compulsory,abbreviation_or_uppercase,B,134,126,moe-hs-english-2017-2020-appendix-2
260,"be (am, are, is)","be (am, are, is)",be,"am, are, is",,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
261,beach,beach,beach,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
262,bean,bean,bean,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
263,bean curd (tofu)**,bean curd (tofu),bean curd,tofu,**,high_school_selective_compulsory,multiword,B,134,126,moe-hs-english-2017-2020-appendix-2
264,bear,bear,bear,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
265,beard**,beard,beard,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
266,beat,beat,beat,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
267,beautiful,beautiful,beautiful,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
268,beauty**,beauty,beauty,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
269,because,because,because,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
270,become,become,become,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
271,bed,bed,bed,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
272,bedroom,bedroom,bedroom,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
273,beef,beef,beef,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
274,beer*,beer,beer,,*,high_school_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
275,before,before,before,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
276,begin,begin,begin,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
277,behalf**,behalf,behalf,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
278,behave**,behave,behave,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
279,behaviour (behavior)*,behaviour (behavior),behaviour,behavior,*,high_school_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
280,behind,behind,behind,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
281,being**,being,being,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
282,belief**,belief,belief,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
283,believe,believe,believe,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
284,bell,bell,bell,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
285,belong*,belong,belong,,*,high_school_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
286,below,below,below,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
287,belt*,belt,belt,,*,high_school_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
288,bend**,bend,bend,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
289,beneath*,beneath,beneath,,*,high_school_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
290,benefit*,benefit,benefit,,*,high_school_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
291,beside,beside,beside,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
292,best,best,best,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
293,bet**,bet,bet,,**,high_school_selective_compulsory,word,B,134,126,moe-hs-english-2017-2020-appendix-2
294,better,better,better,,,compulsory_education,word,B,134,126,moe-hs-english-2017-2020-appendix-2
295,between,between,between,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
296,beyond*,beyond,beyond,,*,high_school_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
297,big,big,big,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
298,bike (bicycle),bike (bicycle),bike,bicycle,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
299,bill,bill,bill,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
300,billion**,billion,billion,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
301,biology**,biology,biology,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
302,bird,bird,bird,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
303,birth,birth,birth,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
304,birthday,birthday,birthday,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
305,biscuit,biscuit,biscuit,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
306,bit,bit,bit,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
307,bite*,bite,bite,,*,high_school_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
308,bitter**,bitter,bitter,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
309,black,black,black,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
310,blackboard,blackboard,blackboard,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
311,blame**,blame,blame,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
312,blank**,blank,blank,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
313,blanket**,blanket,blanket,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
314,bleed**,bleed,bleed,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
315,bless**,bless,bless,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
316,blind,blind,blind,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
317,block,block,block,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
318,blog*,blog,blog,,*,high_school_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
319,blood,blood,blood,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
320,blouse,blouse,blouse,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
321,blow,blow,blow,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
322,blue,blue,blue,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
323,board,board,board,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
324,boat,boat,boat,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
325,body,body,body,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
326,boil**,boil,boil,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
327,bomb**,bomb,bomb,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
328,bond**,bond,bond,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
329,bone*,bone,bone,,*,high_school_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
330,bonus**,bonus,bonus,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
331,book,book,book,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
332,boost**,boost,boost,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
333,boot*,boot,boot,,*,high_school_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
334,border**,border,border,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
335,bored,bored,bored,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
336,boring,boring,boring,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
337,born,born,born,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
338,borrow,borrow,borrow,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
339,boss,boss,boss,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
340,botanical**,botanical,botanical,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
341,both,both,both,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
342,bother**,bother,bother,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
343,bottle,bottle,bottle,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
344,bottom,bottom,bottom,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
345,bounce**,bounce,bounce,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
346,bound**,bound,bound,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
347,boundary**,boundary,boundary,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
348,bow**,bow,bow,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
349,bowl,bowl,bowl,,,compulsory_education,word,B,135,127,moe-hs-english-2017-2020-appendix-2
350,bowling**,bowling,bowling,,**,high_school_selective_compulsory,word,B,135,127,moe-hs-english-2017-2020-appendix-2
351,box,box,box,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
352,boxing*,boxing,boxing,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
353,boy,boy,boy,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
354,brain,brain,brain,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
355,branch*,branch,branch,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
356,brave,brave,brave,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
357,bread,bread,bread,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
358,break,break,break,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
359,breakfast,breakfast,breakfast,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
360,breast**,breast,breast,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
361,breath**,breath,breath,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
362,breathe*,breathe,breathe,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
363,brick**,brick,brick,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
364,bride / bridegroom**,bride / bridegroom,bride / bridegroom,,**,high_school_selective_compulsory,multiword,B,136,128,moe-hs-english-2017-2020-appendix-2
365,bridge,bridge,bridge,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
366,brief*,brief,brief,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
367,bright,bright,bright,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
368,brilliant**,brilliant,brilliant,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
369,bring,bring,bring,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
370,Britain,Britain,Britain,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
371,British,British,British,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
372,broad*,broad,broad,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
373,broadcast**,broadcast,broadcast,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
374,brochure*,brochure,brochure,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
375,brother,brother,brother,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
376,brown,brown,brown,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
377,brush,brush,brush,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
378,budget**,budget,budget,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
379,buffet**,buffet,buffet,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
380,build,build,build,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
381,building,building,building,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
382,bunch**,bunch,bunch,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
383,burn,burn,burn,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
384,bury**,bury,bury,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
385,bus,bus,bus,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
386,business,business,business,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
387,busy,busy,busy,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
388,but,but,but,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
389,butcher**,butcher,butcher,,**,high_school_selective_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
390,butter*,butter,butter,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
391,button*,button,button,,*,high_school_compulsory,word,B,136,128,moe-hs-english-2017-2020-appendix-2
392,buy,buy,buy,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
393,by,by,by,,,compulsory_education,word,B,136,128,moe-hs-english-2017-2020-appendix-2
394,cabbage**,cabbage,cabbage,,**,high_school_selective_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
395,café*,café,café,,*,high_school_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
396,cafeteria**,cafeteria,cafeteria,,**,high_school_selective_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
397,cage**,cage,cage,,**,high_school_selective_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
398,cake,cake,cake,,,compulsory_education,word,C,136,128,moe-hs-english-2017-2020-appendix-2
399,calculate**,calculate,calculate,,**,high_school_selective_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
400,calendar,calendar,calendar,,,compulsory_education,word,C,136,128,moe-hs-english-2017-2020-appendix-2
401,call,call,call,,,compulsory_education,word,C,136,128,moe-hs-english-2017-2020-appendix-2
402,calligraphy**,calligraphy,calligraphy,,**,high_school_selective_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
403,calm*,calm,calm,,*,high_school_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
404,calorie**,calorie,calorie,,**,high_school_selective_compulsory,word,C,136,128,moe-hs-english-2017-2020-appendix-2
405,camel**,camel,camel,,**,high_school_selective_compulsory,word,C,137,129,moe-hs-english-2017-2020-appendix-2
406,camera,camera,camera,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
407,camp,camp,camp,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
408,campaign**,campaign,campaign,,**,high_school_selective_compulsory,word,C,137,129,moe-hs-english-2017-2020-appendix-2
409,campus*,campus,campus,,*,high_school_compulsory,word,C,137,129,moe-hs-english-2017-2020-appendix-2
410,can,can,can,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
411,Canada,Canada,Canada,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
412,Canadian,Canadian,Canadian,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
413,canal**,canal,canal,,**,high_school_selective_compulsory,word,C,137,129,moe-hs-english-2017-2020-appendix-2
414,cancel,cancel,cancel,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
415,cancer**,cancer,cancer,,**,high_school_selective_compulsory,word,C,137,129,moe-hs-english-2017-2020-appendix-2
416,candidate**,candidate,candidate,,**,high_school_selective_compulsory,word,C,137,129,moe-hs-english-2017-2020-appendix-2
417,candle,candle,candle,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
418,candy,candy,candy,,,compulsory_education,word,C,137,129,moe-hs-english-2017-2020-appendix-2
419,canteen**,canteen,canteen,,**,high_school_selective_compulsory,word,C,137,129,moe-hs-english-2017-2020-appendix-2
